First Name,Last Name,Business Name,Email,Phone,Address,City,State,Postal Code,Tags,Notes
Vance,Hardinger,Ranger Pest Control,,(725) 444-3430,5000 W Oakey Blvd Ste D9,Las Vegas,NV,89146,"vegas-pest-2026-05,batch-1,icp-7.5,mid-priority","Score 7.5/10. Las Vegas pest, mid-priority. Full angle in research CSV."
John,Saling,Sudden Impact Pest Control,,(702) 477-0808,125 Las Vegas Blvd S,Las Vegas,NV,89101,"vegas-pest-2026-05,batch-1,icp-7.5,mid-priority","Score 7.5/10. Las Vegas pest, mid-priority. Full angle in research CSV."
,,369bugs.com (Las Vegas Pest Control),,(702) 369-3692,,Las Vegas,NV,,"vegas-pest-2026-05,batch-1,icp-6.5,mid-priority","Score 6.5/10. Las Vegas pest, mid-priority. Full angle in research CSV."
,,A-Grade Pest Control (Nevada),,(702) 508-4953,,Las Vegas,NV,,"vegas-pest-2026-05,batch-1,icp-6.5,mid-priority","Score 6.5/10. Las Vegas pest, mid-priority. Full angle in research CSV."
William,Tuttle,Aspire Pest & Termite Control,,(702) 927-4335,,Las Vegas,NV,,"vegas-pest-2026-05,batch-1,icp-6.5,mid-priority","Score 6.5/10. Las Vegas pest, mid-priority. Full angle in research CSV."
,,Bugworks Pest Control,office@bugworkspestcontrol.com,(702) 564-6692,315 E Ford Ave,Las Vegas,NV,89123,"vegas-pest-2026-05,batch-1,icp-6.5,mid-priority","Score 6.5/10. Las Vegas pest, mid-priority. Full angle in research CSV."
,,Fortified Pest Management,,(702) 638-0780,,Boulder City,NV,,"vegas-pest-2026-05,batch-1,icp-6.5,mid-priority","Score 6.5/10. Boulder City pest, mid-priority. Full angle in research CSV."
Jesse,Whipple,Jesse's Pest Control,,(702) 346-2224,PO Box 1106,Mesquite,NV,89024,"vegas-pest-2026-05,batch-1,icp-6.5,mid-priority","Score 6.5/10. Mesquite pest, mid-priority. Full angle in research CSV."
,,SNV Pest Control,,(702) 736-0460,,Las Vegas,NV,,"vegas-pest-2026-05,batch-1,icp-6.5,mid-priority","Score 6.5/10. Las Vegas pest, mid-priority. Full angle in research CSV."
,,Safe Haven Pest Control,,(702) 271-0141,,Henderson,NV,,"vegas-pest-2026-05,batch-1,icp-6.5,mid-priority","Score 6.5/10. Henderson pest, mid-priority. Full angle in research CSV."
,,Vision Pest Control,,(702) 305-4694,,Mesquite,NV,89027,"vegas-pest-2026-05,batch-1,icp-6.5,mid-priority","Score 6.5/10. Mesquite pest, mid-priority. Full angle in research CSV."
,,Burns Pest Elimination (NV),,(702) 710-8675,,Las Vegas,NV,,"vegas-pest-2026-05,batch-1,icp-5.5,probe-first","Score 5.5/10. Las Vegas pest, probe-first. Full angle in research CSV."
,,EXCEED Pest Defense,,(702) 827-8300,PO Box 621227,Las Vegas,NV,89142,"vegas-pest-2026-05,batch-1,icp-5.5,probe-first","Score 5.5/10. Las Vegas pest, probe-first. Full angle in research CSV."
Steve,,Enviroguard Pest Control,,(702) 569-2849,,Las Vegas,NV,,"vegas-pest-2026-05,batch-1,icp-5.5,probe-first","Score 5.5/10. Las Vegas pest, probe-first. Full angle in research CSV."
,,Pest Pros Las Vegas,,(702) 999-9998,,North Las Vegas,NV,,"vegas-pest-2026-05,batch-1,icp-5.5,probe-first","Score 5.5/10. North Las Vegas pest, probe-first. Full angle in research CSV."
,,Realty Pest Services,,(702) 876-8440,,Las Vegas,NV,,"vegas-pest-2026-05,batch-1,icp-5.5,probe-first","Score 5.5/10. Las Vegas pest, probe-first. Full angle in research CSV."
,,NPI (Mitchell) Pest & Termite Inspections,,(702) 553-4590,,Las Vegas,NV,,"vegas-pest-2026-05,batch-1,icp-4.5,probe-first","Score 4.5/10. Las Vegas pest, probe-first. Full angle in research CSV."
