First Name,Last Name,Business Name,Email,Phone,Address,City,State,Postal Code,Tags,Notes
,,Conejo Pool Service,lvconejo@gmail.com,(702) 822-0907,,Las Vegas,NV,89146,"vegas-pool-2026-05,batch-3,icp-7.5","Score 7.5/10. 4.6★ on 24 Yelp reviews. Website: NONE. Spring Valley operator with Gmail business email (@gmail.com → deliverability tax). Facebook-only web presence. Phone-verified. Spring Valley is a fresh geo for batch 3 — batch 1 only had one Spring Valley lead.. Outreach: ""@gmail.com business email is getting filtered to spam by Gmail and Outlook — you're losing 20-30% of inbound inquiries before they ever reach your inbox. Plus zero website means every Google search for 'pool service Spring Valley' shows competitors instead of you. 14-day fix: branded email on conejopools.com + 5-page local site = stop losing inquiries you've already earned."""
,,Fun In The Sun Pool Service,,(725) 271-2476,351 Concord Dr,Mesquite,NV,89027,"vegas-pool-2026-05,batch-3,icp-7.5","Score 7.5/10. 5.0★ on 22 Yelp reviews. Website: NONE. Mesquite operator with 5.0★ on Yelp + only 3 photos = excellent service quality + zero content marketing. 725 area code (newer prefix). No own-website. Open 24 hours per Yelp = serious operator targeting emergency/after-hours pool problems.. Outreach: ""5.0★ on Yelp + 24-hour availability is the kind of profile most Mesquite competitors would kill for — and you have 3 photos and zero website to capitalize on it. 21-day fix: 4-page site featuring the 24/7 emergency angle + 30 customer photos + GMB listing for Mesquite/Bunkerville = double inbound calls + premium pricing on the emergency service tier."""
Marc,Beauparlant,Sunset Valley Pool Service LLC,,(775) 513-4114,5771 Alfano Ave,Pahrump,NV,89061,"vegas-pool-2026-05,batch-3,icp-7.5","Score 7.5/10. 4.5★ on 17 Yelp reviews. Website: NONE. Owner-operated (Marc Beauparlant publicly named on business records). Pahrump 89061. LLC entity. No own-website. Routine cleaning + chemical balancing + equipment service. Pahrump is the lowest-competition pool service market in Nevada.. Outreach: ""Marc, Pahrump is the lowest-competition pool search market in Nevada — and Sunset Valley Pool Service doesn't have a website to claim it. 30-day fix: sunsetvalleypools.com + 4-page local site + GMB optimization = OWN Pahrump pool service search results since the competition is basically zero. You're already the named operator in town."""
Michael,Cosenza,AquaMac Pool Cleaning Service LLC,mcosenza@aquamacvegas.com,(702) 978-1195,4428 Panoramic View Ave,North Las Vegas,NV,89084,"vegas-pool-2026-05,batch-3,icp-7.5","Score 7.5/10. 4.7★ on 24 Yelp reviews. Website: NONE. Established 2022 by Vegas resident of 20+ years (Michael Cosenza, owner on LinkedIn). Family-owned framing. BBB-listed with own branded email on aquamacvegas.com domain — but no actual website surfaces at that domain. NLV 89084 fresh geo.. Outreach: ""Michael, you have a branded email at @aquamacvegas.com but there's no live website at that domain — homeowners typing it in get a dead page. Your story (20-year Vegas local, family-owned since 2022) is the EXACT angle Vegas homeowners want. 14-day fix: launch aquamacvegas.com with the local-family-owned story + GMB optimization for NLV 89031/89084 = double monthly inbound in 60 days."""
,,Centennial Hills Pool Service,,(702) 655-1681,,Las Vegas,NV,89149,"vegas-pool-2026-05,batch-3,icp-7.5","Score 7.5/10. 4.7★ on 31 Yelp reviews. Website: NONE. Family-owned with 17+ years of stated experience. Serves entire LV Valley but residing at 89149 Centennial Hills. No standalone website surfaced (MapQuest listing only). Owner name not yet public — capture on first dial. 17 years is real credibility; the absence of a website wastes it entirely.. Outreach: ""17 years of family-owned pool service in Centennial Hills is a HUGE credibility play — and you have zero website to tell that story. Every Google search for 'pool service Centennial Hills' goes to competitors with 2 years of experience and a Squarespace site. 30-day fix: 5-page local site featuring the 17-year story + GMB optimization = own the Centennial Hills search results."""
,,R&M Pool Service,,(702) 883-4594,,Henderson,NV,89044,"vegas-pool-2026-05,batch-3,icp-7.5","Score 7.5/10. 4.6★ on 38 Yelp reviews. Website: NONE. 38 reviews on Yelp with 165 photos uploaded — strong content asset sitting on a single platform. No own-domain website surfaces. Yelp-only single-channel risk. 89044 Henderson zip means they serve Anthem and Seven Hills (premium neighborhoods).. Outreach: ""165 Yelp photos and 38 reviews of pool work in Anthem/Seven Hills is a goldmine — sitting on Yelp's platform where 1 algorithm change kills the phone. 21-day fix: own domain + repurpose your 165 Yelp photos as a portfolio + service pages for Anthem/Sun City Anthem/MacDonald Ranch = 3 lead sources instead of 1."""
,,R & S Pool Service,,(702) 748-6188,,North Las Vegas,NV,89084,"vegas-pool-2026-05,batch-3,icp-7.0","Score 7.0/10. 4.6★ on 19 Yelp reviews. Website: NONE. CPO certified (highest cleaning certification) per MapQuest listing. 'Two brothers from Ireland' angle per Yelp = differentiator story. 17 Yelp photos. NLV 89084 (Aliante area). No own-website.. Outreach: ""CPO certification + 'two brothers from Ireland' is two differentiator stories most Vegas competitors would kill for — and zero website surfaces either. 30-day fix: 5-page site leading with the brothers' story + CPO cert badge + 'Why CPO matters' education page = premium-pricing positioning + 2-3x more booked jobs from quality-conscious homeowners."""
,,Shark Reef Pool Service,,(702) 682-8103,,North Las Vegas,NV,89031,"vegas-pool-2026-05,batch-3,icp-7.0","Score 7.0/10. 4.5★ on 18 Yelp reviews. Website: NONE. Memorable brand name. NLV 89031 — fresh geo. Yelp 6 photos = thin content asset. Phone published. No own-website.. Outreach: ""'Shark Reef Pool Service' is a name homeowners remember — and yet 6 photos on Yelp and no website means they forget by tomorrow. 21-day fix: branded site with shark-themed visuals + 30-photo gallery from existing customer pools + GMB for NLV 89031/89084/89086 = stop losing remembered prospects to faceless competitors."""
,,Seahorse Pool Service,,(702) 350-8054,,North Las Vegas,NV,89031,"vegas-pool-2026-05,batch-3,icp-7.0","Score 7.0/10. 4.6★ on 20 Yelp reviews. Website: NONE. Distinctive brand name. NLV 89031. 15 Yelp photos = decent content. Open 6am-8pm extended hours signal serious operator. Phone published.. Outreach: ""6am-8pm operating hours is a serious differentiator — most pool services do 8-5 — and zero website means homeowners googling 'pool service early morning Las Vegas' never find you. 21-day fix: site leading with extended-hours promise + early-bird scheduling page + GMB highlighting 6am availability = lock in the homeowners who need pre-work service."""
,,Pool Whisperer,,(702) 558-0855,1007 Santa Ynez Ave,Henderson,NV,89002,"vegas-pool-2026-05,batch-3,icp-7.0","Score 7.0/10. 4.0★ on 10 Yelp reviews. Website: NONE. Distinctive memorable brand name. Henderson 89002 (outer Henderson, less saturated than central 89014). Yahoo listing only — no own-website. 4.0 rating with 10 reviews = the LOWEST in batch 3 = real opportunity to improve review acquisition.. Outreach: ""'Pool Whisperer' is the kind of name that sticks in a homeowner's head — but Yahoo Local shows only 10 reviews at 4.0★, which is the kind of profile that turns prospects away. 30-day fix: poolwhisperer.com domain + automated post-service review-request SMS (5-10 new reviews/month) + brand story page on outer Henderson = rating climbs to 4.5+ in 90 days, then the brand finally works for you."""
,,Freeman's Pool Service & Repair,,(702) 296-2501,628 Ave G,Boulder City,NV,89005,"vegas-pool-2026-05,batch-3,icp-7.5","Score 7.5/10. 4.6★ on 24 Yelp reviews. Website: NONE. 43 YEARS of experience per Angi listing — tied with Bob Jones for longest-tenured Boulder City operator. 16 Yelp photos. Phone published. No own-website despite four decades in business. HomeAdvisor + Angi + Yelp + MapQuest listings.. Outreach: ""43 years in Boulder City is a story that should be the first thing every visitor reads — and you don't have a website to tell it. Every homeowner Googling 'pool service Boulder City' finds a competitor with 3 years of experience and a Squarespace site instead. 30-day fix: freemanspoolservice.com domain + 'Since [1982/83]' hero + 4-decade story page = lock in premium pricing and own the BC search results."""
,,Vista Pools LLC,hello@vistapools.net,(702) 675-8161,304 S Jones Blvd Ste 2933,Las Vegas,NV,89107,"vegas-pool-2026-05,batch-3,icp-7.0","Score 7.0/10. 4.4★ on 21 Yelp reviews. Website: vistapools.net. .net domain (vs .com — slight trust tax). Family-owned per FB. 14 Yelp photos. Services LV + Henderson + Anthem + Summerlin + Silverado Ranch + Southern Highlands + Green Valley. 0-10 employees per letsknowit profile. Has SMS opt-in compliance — already gathering numbers but not running automation.. Outreach: ""You're already collecting SMS opt-ins (saw your SMS policy page) — meaning you have a list of customer numbers and zero automation hitting them. .net domain is also costing you trust signals vs .com competitors. 30-day fix: switch to vistapoolslv.com + SMS review-request automation on your existing list = 8-15 new Google reviews/month from customers you already have = rank jumps in 60 days."""
,,Echo Pool Service,,(702) 907-6651,114 N Sandhill Blvd Ste C,Mesquite,NV,89027,"vegas-pool-2026-05,batch-3,icp-7.0","Score 7.0/10. 5.0★ on 22 Yelp reviews. Website: echopoolservice.com. Wix.com Website Builder visible in HTML generator tag. Site title 'Home | Echo Pool Service' = no SEO-optimized H1 strategy. Serves Mesquite + Bunkerville. 50% OFF first month promo on FB. Hiring full-time pool service tech = growth phase. Note: phone (702) 907-6651 is from Oasis Pool Pros (sister/neighbor business) per Yelp adjacency — verify direct line on first dial.. Outreach: ""Wix template + page title that says 'Home | Echo Pool Service' = no homeowner Googling 'pool service Mesquite' finds you on page 1. Plus you're hiring full-time techs (saw the Mesquite Jobs FB post) — agency support compounds that growth fast. 21-day fix: pool-specific landing page with Mesquite + Bunkerville + Beaver Dam AZ service-area pages + branded H1 = top 3 Mesquite ranking inside 90 days."""
,,Pristine Pool Service,,(702) 758-6256,4724 W La Madre Way,North Las Vegas,NV,89031,"vegas-pool-2026-05,batch-3,icp-6.5","Score 6.5/10. 4.5★ on 17 Yelp reviews. Website: NONE. NLV 89031 (Aliante area). 7 Yelp photos = thin. Generic 'pristine' brand name. Phone + address published. No own-website.. Outreach: ""'Pristine Pool Service' is what 5 other Vegas pool companies named themselves — homeowners can't tell you apart from the noise. 30-day fix: founder-story rebrand + Aliante/Lone Mountain service-area pages + 30 customer photos = stop competing on a generic name and own the NLV 89031 search results."""
,,Polynesian Pools,,(435) 817-7777,,Boulder City,NV,89005,"vegas-pool-2026-05,batch-3,icp-6.5","Score 6.5/10. 4.4★ on 18 Yelp reviews. Website: polynesianpools.net. Fiberglass pool repair specialty + ecoFINISH coatings dealer. St George UT-based (435 area code) but actively serves Southern UT + Nevada including Boulder City. Niche service = premium pricing potential. NOTE: drive distance from St George — confirm Vegas valley service area on first dial.. Outreach: ""Fiberglass + ecoFINISH coating is a niche almost no Vegas pool service touches — and homeowners with fiberglass pools (huge in Boulder City) are stuck calling general pool services who don't know the material. 30-day fix: 'fiberglass pool repair Las Vegas Valley' SEO landing page + ecoFINISH dealer authority badge + before/after gallery = own a niche on Google in 60 days where there's literally zero competition in NV."""
,,True Blue Pools,,(702) 600-6508,,Pahrump,NV,89048,"vegas-pool-2026-05,batch-3,icp-6.5","Score 6.5/10. 4.5★ on 15 Yelp reviews. Website: NONE. Pahrump + LV crossover (702 area code on Pahrump-based listing = serves both). FB-only digital. Brand name distinct.. Outreach: ""702 area code + Pahrump base = you're already positioning to serve BOTH markets, which is unusual. Your FB-only presence means no homeowner Googling pool service in either market finds you. 30-day fix: trueBluePools.com + dual service-area pages (Pahrump + LV outer Summerlin) + GMB for both markets = open up a second city overnight."""
,,Bighorn Pools,,(725) 295-1485,1557 Foothill Dr A102 Ste 115-237,Boulder City,NV,89005,"vegas-pool-2026-05,batch-3,icp-6.5","Score 6.5/10. 4.5★ on 16 Yelp reviews. Website: NONE. Boulder City operator with 725 area code (newer cell prefix). Phone + address published on Yelp. No website. Memorable regional brand name (bighorn = local wildlife reference).. Outreach: ""725 area code is the newest Vegas-area prefix — homeowners associate 702 with 'established'. 14-day fix: site lead with the Boulder City local roots story + 'Bighorn' wildlife branding (it ties to the desert locals know) + display 725 number alongside the explanation = neutralize the 'new number' trust hit."""
,,Pool Service Pros,,(702) 883-0914,,Henderson,NV,89052,"vegas-pool-2026-05,batch-3,icp-6.0","Score 6.0/10. 4.5★ on 18 Yelp reviews. Website: NONE. Sun City Anthem (Henderson 89052) focused — retiree market = premium pricing potential. Owner mentioned as 'Jeff' in customer Yelp reviews. No own-website. NOTE: phone matches Excellent Pool Services in Yelp adjacency — verify direct line on first dial.. Outreach: ""Sun City Anthem retirees = highest LTV pool customers in Henderson. Yet 'Pool Service Pros' is a name 8 other Vegas operators use. 30-day fix: niche-down to 'Sun City Pool Specialists' brand + 55+ community service page + GMB for 89052 = own Sun City Anthem and Sun City Macdonald Ranch search."""
,,Lake Las Vegas Pools LLC,,(702) 250-7082,122 Industrial Park,Henderson,NV,,"vegas-pool-2026-05,batch-3,icp-6.0","Score 6.0/10. 4.4★ on 17 Yelp reviews. Website: NONE. Lake Las Vegas market niche (Henderson high-end community). BBB-listed. Phone published. No own-website surfaced. Industrial Park address signals legitimate business location.. Outreach: ""Lake Las Vegas is THE premium pool community in Henderson — and 'Lake Las Vegas Pools' is the perfect-match brand for that search. But no website means competitors with weaker brands rank above you. 21-day fix: 5-page LLV-focused site + premium positioning ($200+/mo service tier) + Lake Las Vegas / SouthShore / MonteLago neighborhood pages = top 3 ranking for Lake Las Vegas pool searches inside 60 days."""
,,Complete Pool Servicing,,(702) 810-1798,,Henderson,NV,,"vegas-pool-2026-05,batch-3,icp-6.0","Score 6.0/10. 4.4★ on 22 Yelp reviews. Website: completepoolservicing.com. Has own domain (good) but generic 'complete pool servicing' name = poor brand recall + tough SEO competition against national-level kw. Henderson-focused but no neighborhood pages surfaced. Phone (702) 810-1798 published.. Outreach: ""Your name 'Complete Pool Servicing' is the exact match for a high-volume search — but unbranded copy means homeowners forget you the second they click off. 30-day fix: hero refresh with founder story + branded service packages (Bronze/Silver/Gold) + Henderson neighborhood pages = +40% lead-to-customer conversion."""
