First Name,Last Name,Business Name,Email,Phone,Address,City,State,Postal Code,Tags,Notes
,,Arizona Mirage Pool Services,,(623) 537-9811,,Surprise,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-7.0,mid-priority","Score 7.0/10. Phoenix pool, mid-priority. Lead-with D + C. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Only One Pool Service,,(480) 679-4267,,Glendale,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.5,mid-priority","Score 6.5/10. Phoenix pool, mid-priority. Lead-with C + D. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Perfection Pools,joiner@perfectionpoolsllc.com,(623) 374-6882,,Goodyear,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.5,mid-priority","Score 6.5/10. Phoenix pool, mid-priority. Lead-with C + D. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Aqua Edge Pools,,(480) 688-3938,,Chandler,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.5,mid-priority","Score 6.5/10. Phoenix pool, mid-priority. Lead-with C + D. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Haoly Pools,,(480) 253-9454,,Scottsdale,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.5,mid-priority","Score 6.5/10. Phoenix pool, mid-priority. Lead-with C + D. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Pride Pool Care,,(480) 808-8181,,Scottsdale,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.5,mid-priority","Score 6.5/10. Phoenix pool, mid-priority. Lead-with C + D. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Ty Sun Pools,,(480) 686-5593,,Tempe,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.5,mid-priority","Score 6.5/10. Phoenix pool, mid-priority. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Low Tide Pool & Co,,(480) 489-5721,,San Tan Valley,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.5,mid-priority","Score 6.5/10. Phoenix pool, mid-priority. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Tsunami Pools,,(480) 295-1590,,Gilbert,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.5,mid-priority","Score 6.5/10. Phoenix pool, mid-priority. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Brennan Pool Care,,(480) 266-3468,,Queen Creek,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.5,mid-priority","Score 6.5/10. Phoenix pool, mid-priority. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
Justin,,The Good Pool Company,,(480) 294-0055,,Scottsdale,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.5,mid-priority","Score 6.5/10. Phoenix pool, mid-priority. Lead-with C + B. Full angle in research CSV."
,,Akaw Pool Services,,(480) 798-8698,,Tempe,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.5,mid-priority","Score 6.5/10. Phoenix pool, mid-priority. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Sunset Pool Care,,(480) 682-7986,,Chandler,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
Daryl,,Neptune Pools AZ,,(480) 797-2195,,Gilbert,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + B. Full angle in research CSV."
,,We Love Pools,,(602) 580-5606,,Mesa,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Mr Klean Pool Service,,(480) 795-9953,,Avondale,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Blazing Sun Pool Care,,(623) 321-0066,,Goodyear,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Bright and Clear Pool Care,,(623) 566-9150,,Surprise,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + E. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,San Tan Pools,,(480) 881-8715,,Apache Junction,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Arizona Pool Service,,(480) 228-5743,,Queen Creek,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Brilliant Pools,,(623) 343-0035,,Tempe,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,AZ Premium Pool Services,,(480) 447-4194,,Tempe,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Next Level Pools,info@nextlevelpoolsaz.com,(480) 666-5533,,Gilbert,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + D. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Zenith Pools AZ,,(480) 735-4665,,Mesa,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Bestway Pool Service & Repair,,(602) 207-8536,,Phoenix,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + E. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Shimmering Waters Pool Services,,(602) 363-8267,,Peoria,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + B. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Blue Utopia Pools,info@blueutopiapools.com,(623) 932-9104,,Goodyear,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + D. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Risi Brothers Pools,,(480) 299-8717,,Scottsdale,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + D. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,AZ Pool Guy,,(602) 348-6188,,Youngtown,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with C + D. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Hawaiian Breeze Pools,,(602) 878-7940,,Gilbert,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-6.0,probe-first","Score 6.0/10. Phoenix pool, probe-first. Lead-with D + C. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,OCD Pool Maintenance,,(480) 313-4572,,Gilbert,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.5,probe-first","Score 5.5/10. Phoenix pool, probe-first. Lead-with C + D. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Chandler Pool Service Pro,,(480) 780-1403,,Chandler,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.5,probe-first","Score 5.5/10. Phoenix pool, probe-first. Lead-with C + D. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Full Blast Pool Tile Cleaning,,(602) 920-8838,,Queen Creek,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.5,probe-first","Score 5.5/10. Phoenix pool, probe-first. Lead-with C + D. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Pelican Bay Pools,,(623) 825-7004,,Glendale,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.5,probe-first","Score 5.5/10. Phoenix pool, probe-first. Lead-with C + D. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Primo Pool Care,,(480) 428-8989,,Gilbert,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.5,probe-first","Score 5.5/10. Phoenix pool, probe-first. Lead-with D + C. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Elite Pool Management,,(480) 332-4833,,Gilbert,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.5,probe-first","Score 5.5/10. Phoenix pool, probe-first. Lead-with E + C. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,ABC Pool Services,,(602) 571-8747,,Goodyear,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.5,probe-first","Score 5.5/10. Phoenix pool, probe-first. Lead-with E + C. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
Chris,,New Living Pools,chris@newlivingpools.com,(602) 919-9766,,Goodyear,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.5,probe-first","Score 5.5/10. Phoenix pool, probe-first. Lead-with D + C. Full angle in research CSV."
,,Steve's Pool Repair and Service,,(623) 606-1830,,Surprise,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.5,probe-first","Score 5.5/10. Phoenix pool, probe-first. Lead-with C + A. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Bottom Feeder Pool Care,,(480) 738-0680,,Queen Creek,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.5,probe-first","Score 5.5/10. Phoenix pool, probe-first. Lead-with E + C. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Blue Lemon Pools,,(480) 843-0530,,Queen Creek,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.5,probe-first","Score 5.5/10. Phoenix pool, probe-first. Lead-with E + C. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Vista Hills Pool Service,vistahillspoolservice@yahoo.com,(480) 577-9864,,Scottsdale,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.5,probe-first","Score 5.5/10. Phoenix pool, probe-first. Lead-with F + C. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
Craig,Jones,Carolina Blue Pools & Spas,,(602) 391-8633,,Phoenix,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.0,filler","Score 5.0/10. Phoenix pool, filler. Lead-with E + C. Full angle in research CSV."
Jeff,,Bamboo Pools Service and Repair,,(602) 349-1515,,Phoenix,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.0,filler","Score 5.0/10. Phoenix pool, filler. Lead-with E + C. Full angle in research CSV."
,,Westmoreland Pool Service and Repair,,(480) 262-5636,,Gilbert,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.0,filler","Score 5.0/10. Phoenix pool, filler. Lead-with E + F. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Pool Buddies,,(520) 252-7734,,Queen Creek,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.0,filler","Score 5.0/10. Phoenix pool, filler. Lead-with D + C. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,The Pool Cowboy,,(480) 408-0734,,Surprise,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.0,filler","Score 5.0/10. Phoenix pool, filler. Lead-with E + C. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Love Pool Care,,(602) 218-5302,,Phoenix,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.0,filler","Score 5.0/10. Phoenix pool, filler. Lead-with E + C. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Desert Diamond Pools,,(623) 271-5956,,Glendale,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.0,filler","Score 5.0/10. Phoenix pool, filler. Lead-with E + C. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
,,Pink Dolphin Pool Care,,(602) 688-7465,,Peoria,AZ,,"phoenix-pool-2026-06,batch-phx-1,icp-5.0,filler","Score 5.0/10. Phoenix pool, filler. Lead-with D + E. Full angle in research CSV. [OWNER UNKNOWN - generic line]"
