first_name,last_name,company_name,phone,email,website,google_rating,review_count,years_in_business,employee_count_estimate,city,outreach_angle,score,niche
,,Arizona Mirage Pool Services,+16235379811,,(Yelp),3.9,42,,1-2,Surprise,"Arizona Mirage is a real, established Surprise operation with 42 reviews — that's a foundation most indies wish they had. But a 3.9 rating is the ceiling on your growth; homeowners filtering for 4.5+ never see you despite all that volume. 30-day fix: a review-generation push to bury old ratings under fresh 5-stars + service follow-up = move 3.9 toward 4.6 and unlock the searches you're already big enough to win.",7.0,pool
,,Only One Pool Service,+14806794267,,onlyonepool.com,5.0,28,,1-2,Glendale,"Only One Pool Service has a real 5.0 across 28 reviews and a working site — solid foundation in the West Valley. But you're not ranking and the review count is still beatable, so franchises outrank you on searches you should own. 30-day fix: local SEO + a review automation = push past 50 reviews and climb the Glendale map pack.",6.5,pool
,,Perfection Pools,+16233746882,joiner@perfectionpoolsllc.com,(Facebook),5.0,8,,1-2,Goodyear,"Perfection Pools is family-owned, licensed and insured, with a perfect 5.0 in Goodyear — the trust signals are all there. But 8 reviews and a Facebook-first presence means you're invisible to most West Valley searchers. 21-day fix: a real website + GBP + a review-request system = turn the 5.0 into rankings instead of a hidden gem.",6.5,pool
,,Aqua Edge Pools,+14806883938,,aqua-edge-pools.com,5.0,4,,1-2,Chandler,"Aqua Edge has a clean 5.0 and a real Chandler footprint, but just 4 reviews and a thin site means you're effectively invisible in a competitive East Valley market. This is the moment to build the digital foundation before you're fighting 100-review incumbents. 21-day fix: GBP fully built + aggressive review collection + a one-page site that ranks = compound a clean start instead of staying hidden.",6.5,pool
,,Haoly Pools,+14802539454,,haolypools.com,5.0,5,,1-2,Scottsdale,"Haoly Pools is ROC-licensed, bonded, and built on real relationships in Scottsdale at a clean 5.0. But 5 reviews and a quiet site means a Scottsdale homeowner vetting you finds almost nothing. 21-day fix: a review-request text after each service + GBP optimization = get the proof in front of the high-value Scottsdale accounts you're built to win.",6.5,pool
,,Pride Pool Care,+14808088181,,pridepoolcare.com,5.0,7,,1-2,Scottsdale,"Pride Pool Care has customers who've stayed 6+ years and a clean 5.0 — that retention is the hard part, and you've got it. But 7 reviews means that loyalty isn't visible to new Scottsdale searchers. 21-day fix: a review automation to convert your long-time customers into 30+ public reviews + GBP = make years of goodwill finally show up in search.",6.5,pool
,,Ty Sun Pools,+14806865593,,tysunpools.com,,,,1-2,Tempe,"Tyson, you and Devin have built Ty Sun into a real family operation where the owner actually does the service — that's exactly what Tempe homeowners want. But the web presence is thin and review-light, so the story isn't reaching enough people. 21-day fix: a site that sells the owner-does-your-pool angle + GBP + reviews = turn a great pitch into booked routes.",6.5,pool
,,Low Tide Pool & Co,+14804895721,,lowtidepoolco.com,,,,1-2,San Tan Valley,"Low Tide is family-owned, licensed, and has 10+ years in the fast-growing San Tan Valley — great positioning. But the reviews are thin and the site doesn't rank, so you're missing the flood of new-build homeowners who all start on Google. 21-day fix: review collection + a San Tan Valley SEO page = capture the new construction before the franchises do.",6.5,pool
,,Tsunami Pools,+14802951590,,tsunamipoolsllc.com,,,,1-2,Gilbert,"Tsunami is a family-owned shop with a memorable brand doing solid weekly service across Gilbert, Mesa, and Chandler. But the site is thin and reviews are light, so the brand isn't pulling its weight in search. 21-day fix: a site built for local SEO + a review-request system = make a sticky name actually findable in the East Valley.",6.5,pool
,,Brennan Pool Care,+14802663468,,brennanpoolcare.com,,,,1-2,Queen Creek,"Brennan covers Queen Creek and a wide ring of East Valley towns with a clean, approachable brand. But the review footprint is thin and the site isn't ranking, so all that service area isn't translating into found-online jobs. 21-day fix: GBP per service area + a review automation = get found across the Queen Creek/San Tan growth corridor instead of relying on referrals.",6.5,pool
Justin,,The Good Pool Company,+14802940055,,thegoodpoolcompany.com,,,,1-2,Scottsdale,"Justin, The Good Pool Company is family- and veteran-owned, A-rated, CPO-certified — every trust signal a Scottsdale homeowner wants. But the reviews and search presence are thin, so those credentials aren't reaching enough people. 21-day fix: a GBP and site that lead with the veteran-owned/A-rated story + a review push = turn credibility into rankings.",6.5,pool
,,Akaw Pool Services,+14807988698,,akawpools.com,,,,1-2,Tempe,"Akaw is CPO-certified with transparent pricing and zero contracts — a genuinely appealing offer in Tempe. But the site is thin and reviews are light, so the no-contract pitch isn't landing where people search. 21-day fix: a landing page built around 'no contracts, certified, transparent pricing' + GBP with reviews = make the offer easy to find and book.",6.5,pool
,,Sunset Pool Care,+14806827986,,sunsetpoolcare.com,,,,1-2,Chandler,"Sunset Pool Care covers Chandler and Gilbert with a clean brand and a real address — legit operation. But the site is thin on proof and reviews are light, so you blend into a crowded East Valley field. 30-day fix: a review system + local SEO pages for Chandler and Gilbert = stand out with visible proof instead of competing on sameness.",6.0,pool
Daryl,,Neptune Pools AZ,+14807972195,,neptunepoolsaz.com,,,,1-1,Gilbert,"Daryl, Neptune covers Gilbert, Chandler, and Queen Creek with weekly service and repair — solid range for a small operator. But the site is thin and reviews are light, so that range isn't getting found online. 30-day fix: GBP + a review-request text + a couple service pages = get the phone ringing from search, not just referrals.",6.0,pool
,,We Love Pools,+16025805606,,(Facebook),,,,1-1,Mesa,"We Love Pools is a small Mesa operator people actively recommend in local groups — real grassroots trust. But there's basically no website, so that goodwill dies in Facebook threads instead of compounding into search. 21-day fix: a one-page site + GBP + a review system = turn neighborhood recommendations into findable, bookable jobs.",6.0,pool
,,Mr Klean Pool Service,+14807959953,,mrkleanpoolservice.com,,,,1-1,Avondale,"Mr Klean covers Avondale with a memorable name and free estimates — a friendly, approachable brand. But the site is thin and reviews are light, so the name isn't capturing West Valley searches. 30-day fix: GBP + a review push + a clean one-pager = make a sticky brand actually show up for 'pool service Avondale.'",6.0,pool
,,Blazing Sun Pool Care,+16233210066,,blazingsunpoolcare.com,,,,1-2,Goodyear,"Blazing Sun offers reliable weekly service with no contracts across Goodyear, Buckeye, and Avondale — a clean offer for the West Valley. But the site and reviews are thin, so the no-contract pitch isn't reaching searchers. 30-day fix: a 'no-contract weekly pool service' landing page + GBP with reviews = capture the West Valley homeowners shopping right now.",6.0,pool
,,Bright and Clear Pool Care,+16235669150,,brightandclearpools.com,,,,1-2,Surprise,"Bright and Clear runs a strong promo — two months free — across Glendale, Peoria, Surprise, and Sun City. That's a real hook. But the offer lives on a thin site with light reviews, so it's not reaching enough West Valley homeowners. 30-day fix: a landing page built around the 2-months-free offer + GBP + review collection = turn a good promo into a steady lead funnel.",6.0,pool
,,San Tan Pools,+14808818715,,santanpools.com,,,,1-2,Apache Junction,"San Tan Pools covers Apache Junction and Queen Creek with weekly service, acid washes, and green-pool cleanups — full menu for a growing area. But the site is thin and review-light, so you're missing the new-build wave. 30-day fix: GBP + a review system + service pages for the high-ticket acid wash/green-pool work = get found for both the recurring and the one-time money jobs.",6.0,pool
,,Arizona Pool Service,+14802285743,,arizonapoolservice.com,,,,1-2,Queen Creek,"Arizona Pool Service offers affordable, quality service across Queen Creek, San Tan Valley, and Apache Junction — well positioned for the East Valley growth corridor. But the site doesn't rank and reviews are thin, so that positioning isn't paying off in search. 30-day fix: local SEO + a review automation = own the 'pool service Queen Creek' searches the new neighborhoods are generating.",6.0,pool
,,Brilliant Pools,+16233430035,,brilliantpoolsaz.com,,,,1-2,Tempe,"Brilliant Pools is family-owned and treats every customer as the priority across Tempe, Mesa, Chandler, and Gilbert — likable brand, wide reach. But the site is thin on proof and reviews are light, so it's not converting searchers. 30-day fix: a review system + local SEO pages per city = turn a family-owned story into found-online bookings.",6.0,pool
,,AZ Premium Pool Services,+14804474194,,azpremiumpoolservices.com,,,,1-2,Tempe,"AZ Premium is a local, family-owned Tempe operation that understands what valley pool owners want. But the web presence is thin and reviews are light, so that local knowledge isn't reaching enough people. 30-day fix: GBP + a review push + an SEO landing page = convert a genuine local-shop advantage into search visibility.",6.0,pool
,,Next Level Pools,+14806665533,info@nextlevelpoolsaz.com,nextlevelpoolsaz.com,,14,,1-2,Gilbert,"Next Level offers cleaning, repair, equipment installs, and green-pool recovery across Gilbert and the East Valley — a full-service menu. But with ~14 reviews and a quiet site, you're invisible against the big East Valley names. 30-day fix: a review automation + service pages for the high-margin repair/green-pool work = climb the map pack and capture the money jobs.",6.0,pool
,,Zenith Pools AZ,+14807354665,,zenithpoolsaz.com,,,,1-2,Mesa,"Zenith covers Mesa and the East Valley with professional service and fair pricing — customers specifically praise the value. But the site is thin on proof and reviews are light, so that value story isn't reaching searchers. 30-day fix: a review system + local SEO = let the fair-pricing reputation that earns referrals also win searches.",6.0,pool
,,Bestway Pool Service & Repair,+16022078536,,bestwaypoolservice.com,,,,1-2,Phoenix,"Bestway is family-owned, runs a free-filter-cleaning new-customer offer, and covers Phoenix with long daily hours — a solid, approachable operation. But the site is thin and reviews are light, so the offer isn't reaching enough searchers. 30-day fix: a landing page around the free-filter-cleaning hook + GBP with reviews = turn a good intro offer into a steady stream of new customers.",6.0,pool
,,Shimmering Waters Pool Services,+16023638267,,(Yelp),,,,1-2,Peoria,"Shimmering Waters is family-owned doing maintenance, repair, and remodel across Peoria and Surprise — real range. But there's almost no findable web presence, so that range isn't getting found online. 30-day fix: a website + GBP + a review system = make a full-service West Valley shop visible to the people searching for exactly what you do.",6.0,pool
,,Blue Utopia Pools,+16239329104,info@blueutopiapools.com,blueutopiapools.com,,,,1-2,Goodyear,"Blue Utopia has been serving the West Valley since 2004 — two decades of experience most competitors can't match. But the site is dated, reviews are thin (77 Facebook likes), so that tenure is invisible online. 30-day fix: a refreshed site that leads with '20+ years in the West Valley' + a review automation = turn experience into the trust signal that wins searches.",6.0,pool
,,Risi Brothers Pools,+14802998717,,risibrotherspools.com,,,,1-2,Scottsdale,"Risi Brothers does cleaning, maintenance, and repair across Scottsdale, Phoenix, and Paradise Valley — premium service area. But the reviews are thin and the site isn't ranking, so you're missing the high-value Scottsdale/PV searches. 30-day fix: local SEO for the premium zips + a review push = capture the affluent accounts your service area is built for.",6.0,pool
,,AZ Pool Guy,+16023486188,,(Yelp),5.0,6,,1-2,Youngtown,"AZ Pool Guy has 20 years in and a clean 5.0 doing service plus tile and pebble work in the Sun City/Youngtown area — real tenure in an older, pool-heavy market. But 6 reviews and a thin presence means that experience is invisible online. 30-day fix: a site that leads with '20 years' + GBP + a review push = turn two decades into the trust signal that wins the retiree-heavy West Valley.",6.0,pool
,,Hawaiian Breeze Pools,+16028787940,,hawaiianbreezepools.com,4.7,26,8,1-2,Gilbert,"Hawaiian Breeze has 8+ years, a 4.7, and a real Gilbert footprint — established and solid. But 26 reviews and middling rankings mean you're beatable in a dense East Valley market. 30-day fix: a review automation to push past 50 and lift toward 4.9 + local SEO = climb above the pack you're currently tied with.",6.0,pool
,,OCD Pool Maintenance,+14803134572,,ocdpools.com,,4,,1-2,Gilbert,"OCD covers cleaning, repair, and remodel across Gilbert and the East Valley with a name that promises detail. But 4 reviews and a thin search presence means the brand isn't getting found. 30-day fix: a review-request system + GBP optimization = get the detail-obsessed reputation in front of East Valley searchers.",5.5,pool
,,Chandler Pool Service Pro,+14807801403,,chandlerpoolservicepro.com,,,,1-2,Chandler,"Chandler Pool Service Pro targets specific Chandler communities (Ocotillo, Sun Groves, West Chandler) with weekly service — smart hyper-local focus. But the proof is thin and reviews are light, so the focus isn't converting. 30-day fix: community-specific landing pages + a review system = dominate the Chandler neighborhoods you already target.",5.5,pool
,,Full Blast Pool Tile Cleaning,+16029208838,,fullblasters.com,5.0,19,,1-1,Queen Creek,"Full Blast owns a sharp niche — calcium/tile cleaning — at a clean 5.0, which is high-ticket, low-competition work. But 19 reviews and a thin site means the niche isn't getting found. 21-day fix: an SEO page for 'pool tile calcium removal' + a review push = own the specialty searches across the East Valley.",5.5,pool
,,Pelican Bay Pools,+16238257004,,pelicanbaypools.com,,,,1-2,Glendale,"Pelican Bay handles service plus equipment, heaters, and installs across Glendale, Peoria, and Scottsdale — strong repair/equipment lean that's high-ticket work. But the reviews and rankings are thin, so the equipment money isn't getting found. 30-day fix: a 'pool equipment repair' SEO page + a review system = capture the high-intent repair searches you're built to serve.",5.5,pool
,,Primo Pool Care,+14804288989,,primopoolcareaz.com,4.7,38,,1-2,Gilbert,Primo has a 4.7 across 38 reviews and a real site offering automation upgrades — a nice differentiator. But you're mid-pack in Gilbert and not ranking for the searches that matter. 30-day fix: local SEO + a review push past 60 + a landing page for the automation/upgrade work = move from solid to dominant in the East Valley.,5.5,pool
,,Elite Pool Management,+14803324833,,manageyourpool.com,4.8,44,,1-3,Gilbert,Elite has a strong 4.8 across 44 reviews and a real management operation in Gilbert — you've earned trust. The gap is conversion: you're not running a funnel to turn that reputation into growth. 30-day fix: a website that showcases the 4.8 + an ad/lead funnel = stop letting a great reputation sit idle and start compounding it into new accounts.,5.5,pool
,,ABC Pool Services,+16025718747,,(Yelp),4.8,39,,1-2,Goodyear,"ABC has a strong 4.8 across 39 reviews and 81 photos in Goodyear — clearly delivering. But the search presence is thin for that reputation, so you're not capturing the West Valley growth. 30-day fix: local SEO + a review push past 60 = convert a strong reputation into the rankings the West Valley boom is handing out.",5.5,pool
Chris,,New Living Pools,+16029199766,chris@newlivingpools.com,(Facebook),4.4,39,,1-2,Goodyear,"Chris, New Living is a licensed Goodyear operation with 39 reviews and 224 Facebook fans — real traction. But a 4.4 and a Facebook-first presence means you're leaving rankings on the table in the booming West Valley. 30-day fix: a real website + a review push to lift 4.4 toward 4.8 = turn solid traction into top-of-search visibility in Goodyear.",5.5,pool
,,Steve's Pool Repair and Service,+16236061830,,(Yelp),4.6,32,,1-2,Surprise,"Steve's owns the repair lane in Surprise with a 4.6 across 32 reviews — repair is high-intent, high-ticket work. But there's no real ranking site, so the late-night 'pool pump broke' searches go to someone else. 30-day fix: a repair-focused SEO site + fast call-back capture = own the emergency repair calls in the West Valley.",5.5,pool
,,Bottom Feeder Pool Care,+14807380680,,(Yelp),4.9,30,,1-2,Queen Creek,"Bottom Feeder has a near-perfect 4.9 across 30 reviews in Queen Creek — excellent service reputation. The gap is reach: you're not ranking or running a funnel, so growth is capped at referrals. 30-day fix: local SEO + a lead funnel = turn a 4.9 into the dominant Queen Creek search result before the franchises arrive.",5.5,pool
,,Blue Lemon Pools,+14808430530,,bluelemonpools.com,4.9,,,1-2,Queen Creek,"Blue Lemon runs a 4.9 doing cleaning, remodeling, and repair across Queen Creek — strong reputation, full menu. But the rankings are thin for that quality, so you're missing searches you'd easily win. 30-day fix: local SEO + service pages for the remodel/repair money + a review push = climb the Queen Creek map pack.",5.5,pool
,,Vista Hills Pool Service,+14805779864,vistahillspoolservice@yahoo.com,vistahillspoolservice.com,4.5,40,,1-2,Scottsdale,Vista Hills is family-owned with a 4.5 across 40 reviews in North Scottsdale — established and trusted. But a yahoo.com contact email and a dated site read 'small-time' to an affluent Scottsdale homeowner vetting you. 30-day fix: a branded domain email + a site refresh + a review push toward 4.8 = match the professional service to a premium first impression.,5.5,pool
Craig,Jones,Carolina Blue Pools & Spas,+16023918633,,carolinabluepoolsaz.com,4.7,56,,1-3,Phoenix,"Craig, Carolina Blue has a 4.7 across 56 reviews and a strong service area spanning the whole valley — real traction. The gap is that you're not running a funnel to convert that reputation into faster growth. 30-day fix: a conversion-focused site that leads with the 56 reviews + an ad funnel = turn a strong reputation into a predictable pipeline.",5.0,pool
Jeff,,Bamboo Pools Service and Repair,+16023491515,,(Yelp),4.6,52,,1-2,Phoenix,"Jeff, Bamboo has a 4.6 across 52 reviews in North Phoenix — clearly a real, working business. But you're mid-pack and not ranking, so the reputation isn't pulling new searches. 30-day fix: local SEO + a review push past 75 = move from a known name to a top-of-map result in North Phoenix.",5.0,pool
,,Westmoreland Pool Service and Repair,+14802625636,,westmorelandpoolservice.com,4.8,61,,1-3,Gilbert,Westmoreland has a 4.8 across 61 reviews since 2005 and bills itself as award-winning — established and respected. The gap is scaling: you've maxed referral growth and aren't running paid acquisition. 30-day fix: a Google Ads funnel + a site that leads with the awards/reviews = grow past referral pace before a franchise out-spends you in the East Valley.,5.0,pool
,,Pool Buddies,+15202527734,,poolbuddiesllc.net,4.4,68,,1-2,Queen Creek,Pool Buddies has 68 reviews in Queen Creek doing repairs and salt-water work — real volume and a repair lean. But a 4.4 and thin rankings mean you're leaving searches on the table. 30-day fix: a review push to lift 4.4 toward 4.8 + a repair-focused SEO page = convert volume and a solid niche into top rankings.,5.0,pool
,,The Pool Cowboy,+14804080734,,(Yelp),4.6,68,,1-2,Surprise,The Pool Cowboy has a 4.6 across 68 reviews and a memorable brand in Surprise — strong recognition. The gap is conversion: that brand isn't backed by a ranking site or funnel. 30-day fix: a branded site that ranks + a lead funnel = turn a sticky name and real reviews into booked routes across the West Valley.,5.0,pool
,,Love Pool Care,+16022185302,,lovepoolcare.com,4.7,47,,1-2,Phoenix,"Love Pool Care has a 4.7 across 47 reviews doing cleaning, repair, automation, and renovations across Phoenix and Scottsdale — broad, capable. But you're mid-pack in rankings, so the breadth isn't getting found. 30-day fix: service-specific SEO pages for the automation/renovation money + a review push = capture the high-ticket searches you're equipped for.",5.0,pool
,,Desert Diamond Pools,+16232715956,,(Yelp),4.5,87,,1-3,Glendale,Desert Diamond has 87 reviews and a 4.5 across the West Valley — you've built real volume. The gap is the last mile: lifting the rating and tightening rankings to convert that volume into market dominance. 30-day fix: a review-quality push toward 4.8 + local SEO tightening = turn a high-volume reputation into the default Glendale search result.,5.0,pool
,,Pink Dolphin Pool Care,+16026887465,,pinkdolphinpoolcare.com,4.1,84,,1-3,Peoria,"Pink Dolphin has a memorable brand and 84 reviews across the Phoenix area — strong recognition and volume. But a 4.1 rating is capping you; with that many reviews, lifting the score is the single biggest growth lever. 30-day fix: a review-recovery and service-quality push to move 4.1 toward 4.6 = unlock the searches your brand and volume should already be winning.",5.0,pool
